logFC	AveExpr	t	P.Value	adj.P.Val	B
TG 53:1-FA18:0	0.577253481671517	-1.53039304455595	2.64150722497213	0.0196793736497064	0.117074300970103	-3.31507993213174
TG 52:2-FA16:1	0.524036874940323	0.69478581888778	2.64135788332988	0.01968505945515	0.117074300970103	-3.31534284674239
TG 56:7-FA20:4	-0.413216230987727	2.16731855298197	-2.61793591686737	0.020596779539286	0.121220629580173	-3.35652452550534
CE 24:1	1.15155225487596	2.21207865935553	2.61034412132986	0.0209009773483612	0.12145791818036	-3.3698500534897
TG 58:7-FA18:2	-0.434128594641525	-0.868283867174939	-2.60624480895273	0.0210670371357085	0.12145791818036	-3.3770406722075
TG 56:9-FA20:4	-0.660609088720952	-0.407452008190913	-2.5959602032409	0.0214892957217938	0.122316902280342	-3.39506621851415
TG 58:9-FA18:2	-0.55286551345738	1.9311443649248	-2.58926853109289	0.0217684203707121	0.122316902280342	-3.40678310523599
TG 58:8-FA20:4	-0.451579561089841	-1.87783296117207	-2.58696060580733	0.0218654993456895	0.122316902280342	-3.41082209363787
PC 16:1_18:0	0.639197474507282	-0.336794497553549	2.58124355981886	0.0221077821901322	0.122459773896321	-3.42082252623477
PC 14:0_20:4	0.522252400113244	0.181978733074928	2.57444887210019	0.0223991077338329	0.122811368700704	-3.43269924225387
TG 52:2-FA14:0	0.434792562735097	-1.69119824179359	2.56967538270943	0.0226059864511031	0.122811368700704	-3.44103728255523
TG 57:3-FA18:2	-0.621723281812444	1.59996027216208	-2.5641355035156	0.0228483921858887	0.122946110333592	-3.45070801710423
TG 52:5-FA18:2	-0.505535293817902	4.56482131207652	-2.55340369532683	0.0233251319627806	0.124327354329915	-3.46942359050118
PC 18:2_20:4	0.530929226209345	3.04188204717908	2.54279143881668	0.0238059837307169	0.124357698143366	-3.4879063692017
TG 52:6-FA16:1	-0.513704444572515	1.27143142768368	-2.54199195763864	0.0238425933754877	0.124357698143366	-3.48929779177006
TG 52:2-FA16:0	0.517604812942032	6.72184990824542	2.5341860712355	0.0242028997275574	0.124357698143366	-3.50287585788432
TG 60:10-FA22:6	-0.524470117534386	0.129518739389451	-2.53400685575937	0.02421123326685	0.124357698143366	-3.50318743963234
LPC 20:2	0.610029611523268	0.299876212702594	2.52173278583746	0.024788597994308	0.125224663359909	-3.52451001759165
TG 58:10-FA20:5	-0.537672993622989	-0.41227421884141	-2.51640737213437	0.0250432020643892	0.125224663359909	-3.53375086428945
CE 22:4	1.15395873410263	0.0559697351116388	2.51187469255015	0.0252618853995783	0.125224663359909	-3.54161107737546
TG 54:6-FA20:4	-0.472096627891783	3.03745888966929	-2.51177802305329	0.0252665692443003	0.125224663359909	-3.54177866309653
TG 56:5-FA20:4	-0.381710889659211	0.407171246894549	-2.48027020899091	0.0268384668508136	0.130233429518772	-3.59628538342725
SM d18:1/24:0	-0.471284361412154	2.73277642191873	-2.47941047722204	0.0268826467268239	0.130233429518772	-3.5977694066696
TG 51:3-FA16:1	0.59889929972663	0.169613885836592	2.4777399258209	0.0269686924844182	0.130233429518772	-3.60065252014113
TG 52:4-FA18:3	-0.483846724540436	3.62277835536466	-2.47194662519882	0.0272691407028179	0.130312681280917	-3.61064569152196
TG 53:2-FA16:0	0.681662551433958	1.21882392369606	2.46855754066858	0.0274463877388127	0.130312681280917	-3.61648796405667
TG 50:4-FA18:3	-0.55715846037864	0.524895801644357	-2.46297509255144	0.0277407554657632	0.130612723651302	-3.62610520829254
PC 16:0_22:6	0.610449527051077	7.55116482243382	2.42262591445076	0.0299600494875026	0.139896098846603	-3.69538819697963
CE 18:4	0.592954422153739	0.225677117598525	2.40954429231104	0.0307152809954842	0.141869082227655	-3.71776176953039
SM d18:1/26:1	0.916548898780501	0.773849157388922	2.40575437462695	0.0309374528115781	0.141869082227655	-3.72423537088182
TG 60:11-FA22:5	-0.47433563210647	-1.50288383607494	-2.39658550082092	0.0314813035329758	0.141869082227655	-3.73988120171046
HexCER d18:1/16:0	0.905918445521833	-0.683798155175731	2.39550730564776	0.031545852021925	0.141869082227655	-3.74171957981826
PC 18:0_22:6	0.55028418924572	5.39779344801812	2.39222690171056	0.0317430168306793	0.141869082227655	-3.74731093437069
TG 60:11-FA22:6	-0.491924798743756	0.763163045565584	-2.38980794770243	0.0318891565361278	0.141869082227655	-3.75143213247032
DG 18:1_18:1	0.6624755203828	0.706031223936677	2.38217291946936	0.0323546362653839	0.142815386640171	-3.76442971146369
TG 54:2-FA16:0	0.486086112073062	2.53296368758627	2.36000886243467	0.0337427973244487	0.146358186764139	-3.80207111547966
CE 22:0	0.651522247504087	0.0993373898627091	2.35937560711393	0.0337832788184782	0.146358186764139	-3.80314458971742
TG 54:7-FA20:4	-0.421644958190592	0.76736051289942	-2.35398585625066	0.0341296962238054	0.146358186764139	-3.81227659981451
PC 18:0_20:4	0.581635717999019	6.01346336769851	2.35300011252333	0.0341934170847193	0.146358186764139	-3.81394589549057
TG 54:3-FA20:3	-0.640291438118585	-3.19101741687737	-2.32343914984608	0.0361576044875794	0.153601853650243	-3.86387748456326
TG 58:9-FA20:4	-0.451176103887816	-1.26868803327343	-2.31658019541357	0.0366283921957696	0.15410213853691	-3.87542701683166
TG 58:9-FA22:6	-0.508441281157994	4.38498714727849	-2.3092870804106	0.0371353414493374	0.15410213853691	-3.88769249333518
TG 50:4-FA16:0	-0.504828714133743	0.847501703472117	-2.30661052939256	0.0373230497299279	0.15410213853691	-3.89218995005668
CE 20:4	0.599006691233638	8.750382450856	2.30599478231361	0.0373663592558526	0.15410213853691	-3.89322430066503
PC 18:1_20:5	0.516563462840303	2.13202690914312	2.3012176023268	0.0377039877006582	0.154367775730956	-3.90124532437747
TG 52:5-FA16:1	-0.422579211969485	3.65453130032228	-2.29626527024371	0.0380570379475891	0.154692276549553	-3.90955324485714
TG 56:6-FA18:2	-0.408268052592021	1.50248207535506	-2.28378433221773	0.0389607033479353	0.155490641864114	-3.9304582388868
TG 56:5-FA20:3	0.424265717449298	0.912224786647245	2.28187836485366	0.0391004724229385	0.155490641864114	-3.93364648806763
DG 16:0_18:1	0.500952345480261	0.39120885310693	2.27856548217793	0.0393445404160922	0.155490641864114	-3.93918554627021
TG 54:7-FA22:6	-0.431271543040121	2.97133171435212	-2.2784338371471	0.0393542686487935	0.155490641864114	-3.93940558414049
TG 55:4-FA18:1	0.694456620216013	0.903981067082494	2.27438073922658	0.0396548948649342	0.155590386101999	-3.94617752544931
TG 51:2-FA16:0	0.434139252790177	2.2011168969903	2.26266095412426	0.0405364017573117	0.157952186157801	-3.96573047681566
TG 54:5-FA22:5	-0.407968704565563	-0.702389240955885	-2.24582849690194	0.0418347967722234	0.161054665276015	-3.99373813227277
TG 54:4-FA20:4	-0.399045929867049	-0.990722118065118	-2.24408156543438	0.0419717672684057	0.161054665276015	-3.99663973245126
CE 15:0	0.487941804499371	1.80759851959919	2.24133750454673	0.0421877707271684	0.161054665276015	-4.0011955698192
CE 22:6	0.514249318244353	6.91038113210883	2.21910333520946	0.0439768889513212	0.166758001728164	-4.03802050628809
TG 57:2-FA18:1	-0.460602172546815	1.99991784510229	-2.21056763214108	0.0446824570402645	0.166985949629253	-4.05211478570638
CE 14:0	0.510154085949242	2.88611500525536	2.20815380082937	0.0448839029048622	0.166985949629253	-4.05609617722674
TG 53:2-FA18:2	0.629181412896727	0.755629621947131	2.20767868528205	0.044923653705569	0.166985949629253	-4.05687960887529
PC 18:0_20:2	0.555362308954761	0.0592442626086946	2.19957481060791	0.0456067683728423	0.168417151180757	-4.07023075001664
TG 56:6-FA22:6	-0.458501772528349	-0.555505831596261	-2.17257401202429	0.0479535947352753	0.175781263038235	-4.11455478477568
TG 58:7-FA20:4	-0.355034591310797	-1.64654817636381	-2.16955187970801	0.048223178355622	0.175781263038235	-4.11950035409383
PC 16:0_20:3	0.534226684521733	5.59818075439481	2.15673173916423	0.0493825770998078	0.178853564496099	-4.14044462256101
TG 51:1-FA17:0	0.411541907992946	-0.216446660740424	2.14926856498639	0.05006943098521	0.180186168832125	-4.15261071812136
TG 54:2-FA18:0	0.337133472464128	2.19423199680925	2.14398657739373	0.0505609123347939	0.180803262463029	-4.16120926215683
TG 52:4-FA20:4	-0.406716844140766	-0.054329686995384	-2.13705737617119	0.0512124770054341	0.181981443446983	-4.1724742564825
SM d18:1/20:1	0.471562935668078	0.186836922483306	2.13257313116449	0.0516382931879371	0.182347722819903	-4.17975526247103
PC 18:2_20:3	0.484445872890345	1.16337268621712	2.12621870191519	0.052247339471817	0.183352464606066	-4.19006046366655
TG 54:8-FA18:2	-0.562683938061486	0.605198354746599	-2.11773085323903	0.0530712816690571	0.18509428483344	-4.20380267793609
PC 18:0_18:1	0.474243200642278	4.26726230597364	2.11362582583569	0.0534740838259962	0.185354953139189	-4.2104394757427
TG 54:4-FA18:0	-0.554148798182005	2.99944231075762	-2.10325084696859	0.0545047990367878	0.18547562258207	-4.22718559066293
TG 51:0-FA16:0	0.439366342814751	-0.512953726900482	2.10244906371295	0.0545852152146881	0.18547562258207	-4.22847808217526
PC 14:0_18:1	0.5338490172015	0.657222990036895	2.09868928279632	0.0549637776917667	0.18547562258207	-4.2345357425098
TG 52:6-FA14:0	-0.393289413950043	-1.64290499669965	-2.09746041242209	0.0550880360101177	0.18547562258207	-4.23651452520811
TG 58:9-FA18:1	-0.435814889424015	2.15703543212399	-2.09684586969972	0.0551502736173235	0.18547562258207	-4.23750387846508
PI 18:0_18:2	-0.440339690494823	2.96486662956917	-2.08740584003635	0.0561145295944214	0.18760182970916	-4.25268362908231
TG 60:10-FA22:5	-0.456050748660176	-2.18764074236022	-2.08278389648772	0.0565923090123728	0.188086203482298	-4.26010357698486
TG 51:2-FA18:1	0.367335711254834	2.16464088174971	2.0659198031642	0.0583676640520182	0.19257341269715	-4.28710787431231
TG 58:8-FA22:5	-0.377789923047038	1.29045724231457	-2.06117526033101	0.0588763344705168	0.19257341269715	-4.29468560055263
TG 52:6-FA18:2	-0.502831622163436	1.5616571059111	-2.0603525246087	0.0589649564541716	0.19257341269715	-4.29599874442052
TG 49:0-FA16:0	0.45794347752698	-0.297784544532718	1.98624428786546	0.067470351863721	0.217990481165497	-4.41317925984205
TG 54:7-FA18:1	-0.401009134353072	0.825308626783729	-1.98427098501249	0.067711478304352	0.217990481165497	-4.41626893359438
PC 16:0_16:1	0.438184535331034	2.78778619017545	1.98166664866235	0.0680309196477624	0.217990481165497	-4.42034415454944
PC 16:0_20:2	0.483192989333596	1.79120281976586	1.97955594445568	0.0682908233031735	0.217990481165497	-4.42364486919439
TG 49:3-FA15:0	-0.379105828424162	-1.19723450849981	-1.97575956454713	0.0687605790463611	0.218256894164011	-4.42957694215118
CE 20:0	0.860569725741446	4.96352533426406	1.96541740444769	0.0700553035551134	0.219578981776271	-4.44570640500095
PC 16:0_18:1	0.450132818750035	7.26508292256775	1.96412102498548	0.0702191555072443	0.219578981776271	-4.44772502499098
HexCER d18:1/24:0	0.548252160037529	-0.817464502894784	1.96091372397613	0.0706260357059497	0.219578981776271	-4.45271611134544
PC 18:0_20:0	0.591576998381563	1.53118254284696	1.96008406124471	0.0707316366075776	0.219578981776271	-4.45400648955191
TG 49:2-FA14:0	0.338923677584775	-2.26176139204195	1.95585942976752	0.0712715906232221	0.22004616777115	-4.46057252045135
TG 56:2-FA20:0	0.475105492318746	0.704029551823185	1.9477414749555	0.0723197071280339	0.222068665909452	-4.47316818083727
SM d18:1/18:1	0.450825496716212	-0.0842463448305263	1.93321427335803	0.0742303973621372	0.226703645997879	-4.49563721356668
TG 56:6-FA18:3	-0.377484069828927	-0.697179455962149	-1.91870944737153	0.0761837874956496	0.231418494274419	-4.51797959816044
Cer d18:1/24:0	-0.333138668657682	-0.766107919742921	-1.91452114041629	0.0767564458521388	0.231803464735164	-4.5244137352798
CE 22:1	0.745361320067828	-0.00103897177786432	1.91060835182427	0.0772949546453102	0.231803464735164	-4.5304175709149
TG 51:2-FA18:2	0.556020192990857	1.50699327588221	1.90823130610983	0.0776237710713164	0.231803464735164	-4.53406160790392
CE 20:5	0.475334671638309	6.61097961097797	1.90587040333122	0.0779516076100553	0.231803464735164	-4.53767839673329
FA 20:5	-0.414757865438038	0.850186320896002	-1.89861294557499	0.0789672445063506	0.233594204953341	-4.54878080818658
PC 18:0_20:3	0.453520942594164	4.1582719459194	1.88431020739331	0.0810039181353278	0.23837090492948	-4.57059135678014
TG 52:2-FA20:1	0.401707308916947	-0.0809088649000971	1.87708404691624	0.08205083130843	0.239125418576903	-4.58157522407744
TG 56:7-FA22:4	-0.383777043561291	-1.9460607272724	-1.87483191297603	0.0823796014520205	0.239125418576903	-4.5849936003812
TG 52:8-FA16:1	0.412761564421651	-3.00787193760398	1.87380427578337	0.0825300117212319	0.239125418576903	-4.58655261201674
TG 49:1-FA17:0	0.367970585284272	-2.63962790520156	1.85035171207549	0.0860305594435577	0.247996255538827	-4.62199889437297
TG 50:5-FA16:1	-0.435621296414857	-0.861951955617451	-1.84732187705846	0.0864923972886	0.248061951614513	-4.62655942925411
TG 56:7-FA20:5	-0.381123257202616	2.37593168779058	-1.83953979150689	0.0876888365506039	0.250223195207531	-4.63825321822213
TG 58:6-FA22:4	0.396027161165143	-1.4272728777911	1.82035046576023	0.0907026904971019	0.25752271422544	-4.6669648327623
TG 54:7-FA16:1	-0.338147755021861	1.10520420335515	-1.81340903130701	0.0918155219243029	0.259135934834893	-4.67730716632646
TG 49:1-FA16:1	0.3049761571775	-2.52927926166631	1.80983115601063	0.0923938677654748	0.259135934834893	-4.68262886130421
SM d18:1/14:0	0.408593007036552	-0.709027478684299	1.80801092277468	0.0926893460544325	0.259135934834893	-4.68533386538464
TG 52:1-FA18:0	0.314980586816713	2.14934066157676	1.80545619447702	0.0931054774716518	0.259135934834893	-4.68912765746538
TG 56:2-FA18:0	0.317572260065465	-1.26223328764196	1.79381487929123	0.095022866259892	0.263176075670779	-4.70637459936452
TG 51:3-FA18:3	0.514595179563234	-1.78444627350435	1.7726600289099	0.098597357291076	0.271743935948575	-4.737544385368
LPC 16:1	0.395358442275306	2.72583519890021	1.76901251293927	0.0992256014264324	0.272147887407448	-4.7428960556618
TG 53:1-FA16:0	0.401247130851423	0.0398379539389547	1.75389321189747	0.101867752018932	0.278044830389838	-4.76500751498027
LPC 20:4	0.510843879905992	3.89850763372974	1.74543062074708	0.103373647652085	0.28079861020879	-4.77733294375824
PC 16:1_18:2	0.338294214733446	4.17803471543744	1.7321207108714	0.105781928743556	0.284229822144555	-4.79664376367171
TG 52:7-FA16:0	0.351726360182206	-0.75798454261217	1.73032303022138	0.106110965085899	0.284229822144555	-4.79924491740808
TG 52:6-FA20:4	-0.332816252080559	-1.04397682543717	-1.72747268730032	0.106634524036208	0.284229822144555	-4.8033657749217
TG 55:5-FA18:1	0.490695262998156	0.111298612283669	1.72474484560755	0.10713771223639	0.284229822144555	-4.80730556204256
TG 55:1-FA18:1	-0.304928302797373	1.69906791555221	-1.72466686447388	0.107152127640337	0.284229822144555	-4.80741813209899
TG 53:3-FA18:2	0.41500117797177	1.88382596721393	1.71363990920182	0.109207818304103	0.28832905299915	-4.8233040719836
TG 56:8-FA18:1	-0.302121102137367	1.90214987702497	-1.69956593906527	0.11188186049756	0.294015121772656	-4.84348652506962
TG 50:1-FA18:0	0.37125678136263	-0.501756870743197	1.6890893226236	0.113909535365425	0.297957812414191	-4.85844181414987
TG 55:5-FA18:2	0.456306173614008	0.831412754211944	1.6863705636792	0.114440963247879	0.29796840661314	-4.86231320444207
TG 55:5-FA20:4	0.278367162542482	-2.05845431616054	1.66649764265444	0.118391739030016	0.306840975008985	-4.89048995922548
TG 50:5-FA18:3	-0.422064709403765	-0.487547114789034	-1.65600927483747	0.120524426498241	0.309306516804939	-4.90527402181002
